Fp1,Fp2,C3,C4,P7,P8,O1,O2,time_board,time_marker,marker
-20783.79193351173,-187500.02235174447,-168.82272587093425,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.4937086,1730329352.717945,5.0
-20874.0259258778,-187500.02235174447,-265.4493171512267,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.496441,1730329352.717945,5.0
-20867.67803045249,-187500.02235174447,-216.54370028301483,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5004697,1730329352.717945,5.0
-20723.509278715763,-187500.02235174447,-116.83256826789,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5042536,1730329352.717945,5.0
-20723.799851393684,-187500.02235174447,-118.3301351463956,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5084665,1730329352.717945,5.0
-20770.738514749828,-187500.02235174447,-197.43295877372728,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.513924,1730329352.717945,5.0
-20813.3632914261,-187500.02235174447,-221.8857672078332,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5178063,1730329352.717945,5.0
-20782.11555267758,-187500.02235174447,-166.54284793649293,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.521423,1730329352.717945,5.0
-20754.064113386168,-187500.02235174447,-176.48937421910458,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5244646,1730329352.717945,5.0
-20813.27388444828,-187500.02235174447,-235.989717959132,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5282052,1730329352.717945,5.0
-20871.924861899,-187500.02235174447,-229.8206364894672,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.532808,1730329352.717945,5.0
-20818.83946881765,-187500.02235174447,-161.53605717850414,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.536217,1730329352.717945,5.0
-20740.13897659051,-187500.02235174447,-152.14832450727516,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5408444,1730329352.717945,5.0
-20815.889038549547,-187500.02235174447,-249.5572268435033,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5452392,1730329352.717945,5.0
-20871.74604794336,-187500.02235174447,-267.0809944964641,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5487778,1730329352.717945,5.0
-20791.16800918198,-187500.02235174447,-148.05795527195397,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.552258,1730329352.717945,5.0
-20765.79877922521,-187500.02235174447,-138.49140864508257,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.556517,1730329352.717945,5.0
-20766.938718192425,-187500.02235174447,-191.88972614881112,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5605228,1730329352.717945,5.0
-20810.90459953601,-187500.02235174447,-224.8809009648444,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5644095,1730329352.717945,5.0
-20807.440079145443,-187500.02235174447,-192.3814645268279,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5687633,1730329352.717945,5.0
-20764.547081535708,-187500.02235174447,-156.3057489759623,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5737157,1730329352.717945,5.0
-20738.68611320092,-187500.02235174447,-179.28334227601795,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5769784,1730329352.717945,5.0
-20795.325433650665,-187500.02235174447,-240.95180522821013,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.580786,1730329352.717945,5.0
-20830.082396278667,-187500.02235174447,-173.7848131400124,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5845103,1730329352.717945,5.0
-20787.703488791405,-187500.02235174447,-137.82085631142334,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5888927,1730329352.717945,5.0
-20785.915349234983,-187500.02235174447,-202.8197291874563,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5925858,1730329352.717945,5.0
-20806.05427098921,-187500.02235174447,-258.5202763700815,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.5966918,1730329352.717945,5.0
-20806.657768089502,-187500.02235174447,-205.7478077111015,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6017888,1730329352.717945,5.0
-20761.95427917889,-187500.02235174447,-145.53220814850428,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6044753,1730329352.717945,5.0
-20774.001869440304,-187500.02235174447,-174.94710385168838,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.608888,1730329352.717945,5.0
-20822.97454154188,-187500.02235174447,-243.3881453738386,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.612594,1730329352.717945,5.0
-20827.73546311086,-187500.02235174447,-225.1267701538528,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.617097,1730329352.717945,5.0
-20762.8036454682,-187500.02235174447,-158.18329551020807,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6204207,1730329352.717945,5.0
-20768.369229837564,-187500.02235174447,-181.3173510214509,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6245208,1730329352.717945,5.0
-20809.40703265751,-187500.02235174447,-218.3988950728053,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6296587,1730329352.717945,5.0
-20804.98138725536,-187500.02235174447,-227.85368297740013,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.632647,1730329352.717945,5.0
-20801.673329075973,-187500.02235174447,-181.0044265990766,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6363697,1730329352.717945,5.0
-20797.53825635174,-187500.02235174447,-164.10650779086444,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.640866,1730329352.717945,5.0
-20788.39639286952,-187500.02235174447,-186.27943829052907,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6444056,1730329352.717945,5.0
-20825.45558517642,-187500.02235174447,-241.89057849533305,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6488686,1730329352.717945,5.0
-20778.44986658691,-187500.02235174447,-202.37269429835013,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.652421,1730329352.717945,5.0
-20744.274049314743,-187500.02235174447,-142.78294358050152,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6578257,1730329352.717945,5.0
-20796.599483084618,-187500.02235174447,-197.70117970719096,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6606815,1730329352.717945,5.0
-20845.326285997187,-187500.02235174447,-247.92554949826595,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6640587,1730329352.717945,5.0
-20847.89673660955,-187500.02235174447,-185.94416212369944,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.668723,1730329352.717945,5.0
-20766.49168330332,-187500.02235174447,-133.50696963154908,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6727233,1730329352.717945,5.0
-20774.180683395945,-187500.02235174447,-192.7614441825681,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6771605,1730329352.717945,5.0
-20841.861765606616,-187500.02235174447,-259.6155118483915,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6809912,1730329352.717945,5.0
-20838.4195969605,-187500.02235174447,-225.8420259764225,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6844242,1730329352.717945,5.0
-20782.182607910945,-187500.02235174447,-170.0297200715208,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.687495,1730329352.717945,5.0
-20774.404200840498,-187500.02235174447,-196.1812610842301,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.6926813,1730329352.717945,5.0
-20785.3565556236,-187500.02235174447,-243.87988375185537,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.697194,1730329352.717945,5.0
-20785.133038179047,-187500.02235174447,-198.0588076184759,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7006865,1730329352.717945,5.0
-20784.082506189647,-187500.02235174447,-148.1473622497752,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7047443,1730329352.717945,5.0
-20768.50334030429,-187500.02235174447,-163.77123162403484,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.708923,1730329352.717945,5.0
-20825.165012498503,-187500.02235174447,-239.81186626098943,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7127168,1730329352.717945,5.0
-20890.96854817493,-187500.02235174447,-262.14125897184124,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7156603,1730329352.717945,5.0
-20808.22239020138,-187500.02235174447,-176.64583643029172,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7195168,1730329352.717945,5.0
-20742.10593010258,-187500.02235174447,-149.77903959501262,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.724784,1730329352.717945,5.0
-20751.314848818165,-187500.02235174447,-211.4698542916601,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.728616,1730329352.717945,5.0
-20800.77925929776,-187500.02235174447,-231.8546452349001,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7327497,1730329352.717945,5.0
-20868.929728142,-187500.02235174447,-206.57482225594788,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.736545,1730329352.717945,5.0
-20792.68792780494,-187500.02235174447,-174.3659584958504,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7411883,1730329352.717945,5.0
-20784.03780270073,-187500.02235174447,-176.2658567745515,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.743808,1730329352.717945,5.0
-20858.78203615928,-187500.02235174447,-232.1452179128192,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.747874,1730329352.717945,5.0
-20813.855029804115,-187500.02235174447,-199.24345007460715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.752572,1730329352.717945,5.0
-20764.167101879968,-187500.02235174447,-157.2892257319958,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7572436,1730329352.717945,5.0
-20798.566436596684,-187500.02235174447,-211.04517114700928,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7606008,1730329352.717945,5.0
-20831.69172187945,-187500.02235174447,-232.7263632686572,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7650871,1730329352.717945,5.0
-20837.659637649016,-187500.02235174447,-193.3649412828614,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7677488,1730329352.717945,5.0
-20783.054325944704,-187500.02235174447,-157.04335654298742,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7722733,1730329352.717945,5.0
-20782.29436663322,-187500.02235174447,-199.0646361189647,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7757025,1730329352.717945,5.0
-20801.718032564884,-187500.02235174447,-236.16853191477443,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7811828,1730329352.717945,5.0
-20829.657713134016,-187500.02235174447,-224.7244387536572,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7852252,1730329352.717945,5.0
-20782.96491896688,-187500.02235174447,-149.0414320279875,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.7889977,1730329352.717945,5.0
-20756.85808144308,-187500.02235174447,-162.69834789018012,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.792234,1730329352.717945,5.0
-20774.96299445188,-187500.02235174447,-213.6603252482802,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.795758,1730329352.717945,5.0
-20813.251532703824,-187500.02235174447,-218.0636189059757,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.800214,1730329352.717945,5.0
-20809.429384401963,-187500.02235174447,-163.81593511294545,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8037145,1730329352.717945,5.0
-20784.44013410093,-187500.02235174447,-155.94812106467737,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8081424,1730329352.717945,5.0
-20812.201000714424,-187500.02235174447,-221.97517418565445,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8129227,1730329352.717945,5.0
-20841.235916761867,-187500.02235174447,-225.797322487512,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8173585,1730329352.717945,5.0
-20801.85214303161,-187500.02235174447,-175.9529323521772,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8196568,1730329352.717945,5.0
-20768.235119370835,-187500.02235174447,-160.03849029999856,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.824154,1730329352.717945,5.0
-20778.04753518672,-187500.02235174447,-197.29884830699544,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8277109,1730329352.717945,5.0
-20811.038710002747,-187500.02235174447,-205.4572350331825,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8322651,1730329352.717945,5.0
-20797.94058775194,-187500.02235174447,-167.57102818143704,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.835726,1730329352.717945,5.0
-20760.233194855835,-187500.02235174447,-150.47194367312716,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8399982,1730329352.717945,5.0
-20781.86968348857,-187500.02235174447,-203.2220605876518,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.84482,1730329352.717945,5.0
-20787.03293645775,-187500.02235174447,-216.29783109400643,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8480446,1730329352.717945,5.0
-20794.94545399493,-187500.02235174447,-166.05110955847616,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.851994,1730329352.717945,5.0
-20787.859951002592,-187500.02235174447,-145.73337384860204,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8559382,1730329352.717945,5.0
-20789.469276603377,-187500.02235174447,-183.6419324448028,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8599958,1730329352.717945,5.0
-20843.4710912074,-187500.02235174447,-232.88282547984429,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8640842,1730329352.717945,5.0
-20831.84818409064,-187500.02235174447,-175.90822886326657,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8690486,1730329352.717945,5.0
-20784.3060236342,-187500.02235174447,-147.87914131631152,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.87304,1730329352.717945,5.0
-20777.3546311086,-187500.02235174447,-190.3027522924844,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8759606,1730329352.717945,5.0
-20830.97646605688,-187500.02235174447,-238.7389825271348,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8803124,1730329352.717945,5.0
-20830.909410823515,-187500.02235174447,-196.69535120670216,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8838804,1730329352.717945,5.0
-20778.71808752037,-187500.02235174447,-130.9812225080994,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.887977,1730329352.717945,5.0
-20779.321584620666,-187500.02235174447,-193.94608663869937,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8919785,1730329352.717945,5.0
-20810.390509413544,-187500.02235174447,-245.46685760818207,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8969848,1730329352.717945,5.0
-20789.893959748028,-187500.02235174447,-202.97619139864344,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.8999672,1730329352.717945,5.0
-20786.764715524285,-187500.02235174447,-146.2251122266188,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9039383,1730329352.717945,5.0
-20787.278805646754,-187500.02235174447,-150.5837023954037,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9079788,1730329352.717945,5.0
-20840.40890221702,-187500.02235174447,-232.07816267945324,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9117737,1730329352.717945,5.0
-20864.660544951028,-187500.02235174447,-243.5893110739364,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9160664,1730329352.717945,5.0
-20828.853050333622,-187500.02235174447,-191.64385695980275,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.919832,1730329352.717945,5.0
-20757.37217156556,-187500.02235174447,-167.81689737044542,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.925248,1730329352.717945,5.0
-20764.234157113333,-187500.02235174447,-201.47862452013783,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9277916,1730329352.717945,5.0
-20831.44585269044,-187500.02235174447,-200.5845547419256,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9310272,1730329352.717945,5.0
-20828.74129161135,-187500.02235174447,-162.83245835691196,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9358044,1730329352.717945,5.0
-20784.864817245583,-187500.02235174447,-166.3863857253058,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9402869,1730329352.717945,5.0
-20794.83369527265,-187500.02235174447,-204.9431449107105,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9438682,1730329352.717945,5.0
-20822.080471763667,-187500.02235174447,-238.80603776050063,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9483747,1730329352.717945,5.0
-20830.23885848985,-187500.02235174447,-199.98105764163228,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9528244,1730329352.717945,5.0
-20770.224424627355,-187500.02235174447,-143.18527498069705,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9560547,1730329352.717945,5.0
-20768.033953670736,-187500.02235174447,-189.475737747638,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9591358,1730329352.717945,5.0
-20812.469221647887,-187500.02235174447,-229.21713938917392,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9640784,1730329352.717945,5.0
-20864.74995192885,-187500.02235174447,-210.26286009107355,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9682643,1730329352.717945,5.0
-20828.003684044324,-187500.02235174447,-178.94806610918835,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9722507,1730329352.717945,5.0
-20779.902729976504,-187500.02235174447,-199.31050530797307,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9762251,1730329352.717945,5.0
-20781.84733174412,-187500.02235174447,-235.117999925375,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9802864,1730329352.717945,5.0
-20853.819948890203,-187500.02235174447,-201.6574384757803,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9844751,1730329352.717945,5.0
-20849.39430348805,-187500.02235174447,-174.81299338495654,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.9869723,1730329352.717945,5.0
-20787.323509135666,-187500.02235174447,-177.2046300416744,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.992534,1730329352.717945,5.0
-20811.530448380763,-187500.02235174447,-239.6107005608917,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329355.996036,1730329352.717945,5.0
-20813.475050148376,-187500.02235174447,-194.2366593166184,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0004652,1730329352.717945,5.0
-20738.77552017874,-187500.02235174447,-92.1115389003204,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.00397,1730329352.717945,5.0
-20721.92230485944,-187500.02235174447,-135.7421440770798,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.00841,1730329352.717945,5.0
-20798.49938136332,-187500.02235174447,-212.9450694257104,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0120656,1730329352.717945,5.0
-20846.063893564213,-187500.02235174447,-222.86924396386672,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0153632,1730329352.717945,5.0
-20826.88609682156,-187500.02235174447,-158.33975772139524,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.018989,1730329352.717945,5.0
-20772.414895583977,-187500.02235174447,-154.1599815082528,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0244076,1730329352.717945,5.0
-20807.77535531227,-187500.02235174447,-220.3658485848724,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0280223,1730329352.717945,5.0
-20878.2280538354,-187500.02235174447,-248.7078605542017,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0326111,1730329352.717945,5.0
-20853.104693067635,-187500.02235174447,-192.4261680157385,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0359664,1730329352.717945,5.0
-20788.48579984734,-187500.02235174447,-148.46028667214952,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0392315,1730329352.717945,5.0
-20764.569433280165,-187500.02235174447,-201.81390068696743,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0435362,1730329352.717945,5.0
-20776.661727030485,-187500.02235174447,-207.73711296762383,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0476427,1730329352.717945,5.0
-20820.001759529325,-187500.02235174447,-190.3027522924844,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0522346,1730329352.717945,5.0
-20861.08426583818,-187500.02235174447,-163.77123162403484,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0565512,1730329352.717945,5.0
-20818.101861250623,-187500.02235174447,-191.4650430041603,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0603232,1730329352.717945,5.0
-20846.82385287569,-187500.02235174447,-233.37456385786103,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.063795,1730329352.717945,5.0
-20832.40697770202,-187500.02235174447,-194.9519151391882,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0676365,1730329352.717945,5.0
-20801.58392209815,-187500.02235174447,-171.37082473883925,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.071329,1730329352.717945,5.0
-20786.407087613,-187500.02235174447,-178.92571436473304,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.075183,1730329352.717945,5.0
-20801.24864593132,-187500.02235174447,-213.3474008259059,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.080186,1730329352.717945,5.0
-20855.31751576871,-187500.02235174447,-203.3338193099284,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0842624,1730329352.717945,5.0
-20843.38168422957,-187500.02235174447,-173.4271852287275,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329356.0882916,1730329352.717945,5.0
